"date","PON_euphotic"
1995-12-13,3.87314426916204
1996-01-12,9.88119304643518
1996-02-13,14.3866801622455
1996-03-13,22.4314513281405
1996-04-16,19.39720152036
1996-05-09,10.0198986467174
1996-06-12,15.1911163761304
1996-07-10,6.71862103787539
1996-08-06,4.41452331307199
1996-09-10,2.0390112614508
1996-10-09,9.89383647608067
1996-11-10,7.5653541547082
1996-12-11,5.26752491239206
1997-01-07,11.2903118926922
1997-02-13,12.8581420049281
1997-03-13,27.9343161378319
1997-04-15,10.9699756362802
1997-05-10,9.50934870958154
1997-06-17,5.14675379488153
1997-07-08,7.26674623843354
1997-08-17,6.61559230758216
1997-09-17,4.02803282380228
1997-10-14,7.36554784514491
1997-11-13,5.39556084850381
1997-12-17,9.16812899672498
1998-01-14,8.44421385900332
1998-02-11,10.7761215799833
1998-03-12,15.1694131371309
1998-04-21,6.77856474811351
1998-06-09,7.93259724031808
1998-07-09,7.83565216320183
1998-08-05,7.58155622852657
1998-09-01,6.5464486846675
1998-10-14,6.11749716705364
1998-11-10,4.31815390404384
1998-12-16,3.88774621671915
1999-01-12,10.1203792043032
1999-02-10,13.3938064183114
1999-03-04,13.9349008451074
1999-04-07,7.34065188999254
1999-05-06,11.1288967175468
1999-06-08,11.2561888112079
1999-07-15,9.76020786913209
1999-08-11,8.57764856161589
1999-09-14,6.20869373832729
1999-10-05,6.97053956638904
1999-11-04,4.78368542753591
1999-12-07,4.6961846440126
2000-01-11,9.83519702281669
2000-02-08,12.6228079748381
2000-03-09,6.2093288666801
2000-04-11,13.2132382994992
2000-05-11,13.7223367463246
2000-06-06,6.03169132869372
2000-07-07,8.64420792415126
2000-08-09,6.03372602598167
2000-09-12,6.1674582664326
2000-10-10,10.017140489348
2000-11-03,6.45853334089137
2000-12-05,20.7087103192212
2001-01-11,15.1122008709879
2001-02-16,19.6895251012256
2001-03-14,22.6561883191569
2001-04-04,12.8998306114757
2001-05-05,8.7196776587491
2001-06-12,5.68900971329754
2001-07-10,13.7141238162199
2001-08-07,6.42171886948777
2001-09-12,9.10123582889632
2001-10-09,9.61811008269629
2001-11-06,8.57628733042104
2001-12-11,9.60905491553281
2002-01-10,15.5176030813139
2002-02-14,16.6483852163463
2002-03-12,16.9010716351835
2002-04-02,14.4137291101113
2002-05-07,9.05369230682977
2002-06-12,6.43239432064276
2002-07-09,8.95951933382915
2002-08-06,8.30791918474932
2002-10-03,7.41537059154613
2002-11-07,7.12986773679727
2002-12-05,6.19458671868375
2003-01-14,20.3076075570016
2003-02-11,19.5182466813084
2003-03-11,19.4561197148492
2003-04-08,8.15195669334509
2003-05-13,17.7427392896127
2003-06-10,7.89340308879725
2003-07-08,6.38913233104144
2003-08-04,5.99779224946873
2003-09-09,11.0083447079112
2003-11-11,7.70067498700738
2003-12-09,6.01089732154436
2004-01-13,17.9724818874866
2004-02-08,21.1670890449949
2004-03-08,19.7171532455934
2004-04-06,6.91844492225191
2004-05-13,14.1928018127296
2004-06-08,8.07970821829594
2004-07-07,10.0210352989303
2004-08-10,11.0008562751636
2004-09-07,10.2034611888991
2004-10-05,6.34456871690516
2004-11-09,5.85535368248444
2004-12-07,11.3863173459518
2005-01-11,12.6201440132659
2005-02-10,7.08078727300242
2005-03-08,9.19504377807076
2005-04-05,13.3901748307459
2005-05-10,6.048875985828
2005-06-14,4.63965960135345
2005-07-12,5.5901050074649
2005-08-10,5.78823524360386
2005-12-15,7.42735953668743
2006-01-12,7.15629252235253
2006-02-07,13.9544412273927
2006-03-16,6.07422560196726
2006-04-04,10.9423072793855
2006-11-02,4.85414060143107
2006-12-05,5.43819842759604
2007-02-06,15.404984621813
2007-03-06,8.35754053273445
2007-04-10,8.62355504302959
2007-05-08,3.24657809090781
2007-06-05,2.58337662796585
2007-07-03,9.51726471669381
2007-08-07,4.93365342640887
2007-09-04,6.81615432132483
2007-10-09,5.60144887145337
2007-12-11,5.57223528309883
2008-01-10,7.87891894369523
2008-02-12,12.8836101971723
2008-03-11,12.2709772609899
2008-04-08,18.6489840199057
2008-05-06,6.39449655710058
2008-06-04,6.02656491296047
2008-07-08,6.97946322753995
2008-08-05,8.03293723738997
2008-09-10,4.59348457988281
2008-10-10,5.52554002143056
2008-11-18,5.77942148820245
2008-12-10,3.56348463101576
2009-01-13,11.4863280521731
2009-02-10,8.83403522783848
2009-03-03,8.58413077256251
2009-04-07,6.67989424686333
2009-05-08,7.88297485616796
2009-06-02,10.3814310733354
2009-07-14,5.66657050796854
2009-08-11,8.63753745636022
2009-09-15,10.2074246452625
2009-11-10,4.80957266118369
2009-12-08,9.33104395485629
2010-01-12,6.29212294533901
2010-02-11,18.9040846807389
2010-03-09,4.74200201975633
2010-04-07,6.74705897891953
2010-05-11,11.7600178699887
2010-06-08,5.88698123735007
2010-08-04,3.60828942537299
2010-09-15,5.57759265574067
2010-10-04,6.38877043385657
2011-03-15,6.4911466011382
2011-04-12,10.0202709523256
2011-05-10,8.15775085747715
2011-06-09,7.0330390659377
2011-07-07,8.29784900375713
2011-08-09,7.72151314773208
2011-09-06,6.26463859478429
2011-10-04,7.06026877354422
2011-11-18,7.2344452695295
2012-01-10,15.4664892536056
2012-02-07,11.3454563194594
2012-03-16,17.766595211334
2012-04-10,9.07238430782613
2012-05-15,8.69703782876071
2012-07-26,8.51377803030927
2012-08-14,8.546572457868
2012-12-04,6.82897017948743
2013-03-05,7.35516293950382
2013-04-09,14.0464507474341
2013-05-09,6.80221577769331
2013-06-11,7.4707330851768
2013-07-11,8.48016258728613
2013-08-13,8.79028268852205
2013-09-11,6.00853095676661
2013-10-08,5.59045578584147
2013-11-13,9.15497503234831
2013-12-04,8.25056834924126
2014-01-14,8.14420105962339
2014-02-04,8.76321377311738
2014-04-01,10.4585145977509
2014-05-06,9.71735427289211
2014-06-13,11.7210988022655
2014-09-03,6.82946925988302
2014-10-07,5.4976121993546
2014-11-12,5.88974609384982
2014-12-04,9.54709271178209
2015-02-15,9.92672808635594
2015-03-10,9.04507605114962
2015-04-24,6.43442021651926
2015-07-29,6.83890706247152
2015-08-18,10.5351134927107
2015-09-10,10.6172600028486
2015-11-16,7.29198803423081
2015-12-09,7.06614688577945
2016-01-12,17.4072657968977
2016-02-04,16.0737560825123
2016-05-11,8.78720662209898
2016-06-07,8.5643286784003
2016-09-20,7.73554646026852
2016-12-21,11.4216727542882
2017-01-12,17.324273606293
